filename,id,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,DHAP M0,DHAP M1,DHAP M2,DHAP M3,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G1P M0,G1P M1,G1P M2,G1P M3,G1P M4,G1P M5,G1P M6,G3P M0,G3P M1,G3P M2,G3P M3,G6P M0,G6P M1,G6P M2,G6P M3,G6P M4,G6P M5,G6P M6,GAP M0,GAP M1,GAP M2,GAP M3,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,R5P M0,R5P M1,R5P M2,R5P M3,R5P M4,R5P M5,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7
11,lac3 21% 1 b,3846155.135,0,0,98786.92242,11821808.89,845484.2359,5642492.134,1067183.161,255008.6457,300978.1162,0,58054741.95,4532355.46,22761988.59,4500022.909,1611014.542,1928375.793,0,2659360.83,0,0,0,9916678.637,342580.673,0,139181.6383,0,0,0,467920.9159,0,0,0,0,0,0,4620959.23,0,0,0,1092883.126,0,0,0,0,0,0,1309846.138,0,0,2247131.64,167288336.5,29926171.57,2368098.809,0,0,0,0,0,0,879845.3632,0,0,35875.55868,1493952.743,0,0,0,0,0,0,0,0,0,0,0,0,0
12,lac3 21% 1 c,3655503.411,0,0,59954.33493,10881281.21,848793.2961,5109660.299,891966.8816,314635.4319,486040.2932,0,89124078.79,5115240.119,26990618.85,4675658.786,1697878.35,1934987.214,0,1708967.076,0,0,0,9588938.451,222975.3362,0,166337.6612,0,0,0,0,0,0,0,0,0,0,4401283.41,0,0,0,1059774.921,0,0,0,0,0,0,1373856.843,0,332617.0262,2461942.496,213473406,36797597.02,3198942.415,0,0,0,0,0,0,689718.8402,0,0,0,1566529.796,0,0,0,0,0,0,0,0,0,0,0,0,0
13,glc2 0.5% 1 a,891785.7489,0,681898.5699,0,8162787.364,503357.6332,1740066.591,0,0,0,0,47836576.29,3748621.743,10145090.89,327571.5445,524475.0557,0,0,709340.3099,0,776745.7316,0,1806078.225,0,13744115.12,456022.6381,1993170.764,0,0,0,0,156392.6035,0,0,0,0,1654462.76,0,386391.2273,0,68149.01072,0,2088402.393,0,0,0,0,340780.8461,0,0,0,120368274.9,21652454.41,1930786.98,0,0,0,0,0,0,78717.14227,0,61286.71129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,glc2 0.5% 1 b,926431.3183,0,565796.448,0,9503696.754,528869.6738,2245912.512,0,33538.75734,0,0,87169639.72,4300645.72,12530951.65,367621.9824,725209.9339,0,0,729975.8006,0,940744.3733,0,2024119.431,131627.9461,15680263.34,373813.7932,2430367.067,0,0,0,0,190484.9897,0,0,0,0,2006769.626,0,306485.9943,0,171353.8805,0,1886849.148,0,0,0,0,274436.4302,0,262395.8604,0,157649380.5,27906721.57,2910388.253,0,0,0,0,0,0,116732.9492,0,46544.09451,0,0,139310.8984,111400.8028,0,0,0,0,0,0,0,0,0,0,0
15,glc2 0.5% 1 c,908433.9539,0,515161.4577,0,9470372.548,588379.5189,2135530.746,0,0,0,0,57071561.97,4619593.085,11726771.87,354149.9094,619847.5052,0,0,1174718.553,0,1374626.11,0,2215550.588,72938.62833,15456375.45,614345.271,2361970.866,0,0,0,0,123844.1067,0,0,0,0,1674050.848,0,224507.7098,0,0,0,1792686.285,0,0,0,0,303938.9932,0,0,0,138879035,25481909.21,2554611.247,0,0,0,0,0,0,77015.18734,0,0,0,0,230094.3915,75480.20748,83309.04747,92716.37847,0,0,0,0,0,0,0,0,0
16,glc6 0.5% 1 a,0,0,0,1555511.828,5956214.736,0,2736308.582,783560.552,0,454067.0214,0,71965815.9,3684877.824,15830785.47,4560011.456,634871.7824,2654646.39,0,0,0,0,1629347.8,119786.1609,0,0,496429.7069,0,898515.3079,19590375.12,0,0,0,0,0,0,187510.7277,1655642.519,0,0,965738.622,0,0,0,0,0,0,2136851.324,133716.9057,0,0,294339.838,83143247.8,15017389.37,1311853.581,0,0,0,0,0,0,0,0,0,179600.1054,0,0,0,0,0,1198789.198,0,0,0,0,0,0,0,0
17,glc6 0.5% 1 b,0,0,0,2087944.433,7280105.428,442298.152,3110013.555,1005168.35,148735.3679,536064.9965,0,77287827.64,3834691.509,18831351.94,5532109.644,759922.8376,3395602.751,0,0,0,0,2953119.864,0,0,0,695692.2028,0,989973.703,20785918.82,0,0,0,0,0,0,226904.9404,1458859.482,0,0,1256374.92,0,0,0,0,0,0,2324598.62,0,0,0,240545.2348,179046768.6,30218511.64,3900848.715,0,0,0,0,0,0,0,0,0,290135.7798,0,0,0,0,0,1016559.886,0,0,0,0,0,0,0,0
18,glc6 0.5% 1 c,0,0,0,1212741.545,3919489.176,167260.6914,1447833.843,456448.0959,0,146910.9917,0,59449961.99,2099863.587,9648383.694,3080345.2,280811.2534,1539761.996,0,0,0,0,2842223.501,82356.81454,0,0,534226.7444,0,758245.6578,18664953.98,0,0,0,0,0,0,78114.94929,1047830.38,0,0,867211.6712,0,0,0,0,0,0,1336098.017,120715.2887,0,0,0,252761652,43902378.61,3583620.841,0,0,0,0,0,0,0,0,0,81718.08339,0,0,0,0,0,1363413.731,0,0,0,0,0,0,0,0
19,q5 0.5% 1 a,1748688.019,0,0,0,9902770.23,492106.208,0,602038.229,687991.6595,1859865.418,0,78219196.76,3995365.897,749981.7029,2457716.774,3428559.493,8266196.979,0,1268063.497,0,0,0,21084310.35,1032666.503,0,0,0,0,0,775773.3968,0,0,0,0,0,0,2196615.413,0,0,0,2276217.074,0,0,0,0,0,0,515902.981,0,317529.5349,0,91432038.71,15904505.11,1652525.891,0,0,0,0,0,0,280363.4488,0,0,0,978010.5394,0,0,0,0,0,0,0,0,0,0,0,0,0
20,q5 0.5% 1 b,1903012.126,0,0,0,9948990.913,553547.259,0,472720.6997,675838.955,1851556.129,0,86840388.27,4177716.222,657994.6334,2301339.264,3279064.321,8349519.712,0,1116202.862,0,0,0,22092374.25,998680.6002,0,0,0,0,0,0,0,0,0,0,0,0,2298640.251,0,0,0,2177131.545,0,0,0,0,0,0,0,0,0,0,209070318.5,35161769.36,3051399.041,0,0,0,0,0,0,188747.3599,0,0,0,964342.2182,0,0,0,0,0,0,0,0,0,0,0,0,0
21,q5 0.5% 1 c,1707057.556,0,0,0,9581986.01,294022.7674,0,355154.8819,565108.7646,1886086.098,0,69950100.2,3625187.454,301479.7258,1633531.828,2441416.232,6011633.519,0,1321926.399,0,0,0,21795267.4,1071581.817,0,0,0,0,0,411402.4897,0,0,0,0,0,0,2050844.228,0,0,0,2001085.002,0,0,0,0,0,0,470241.7041,0,0,0,257357220.3,45457106.69,3916944.12,0,0,0,0,0,0,199775.813,0,0,0,981360.4397,0,0,0,0,0,0,0,0,0,0,0,0,0
22,lac3 0.5% 1 a,1519641.11,0,0,0,9568809.809,550728.2271,4088942.532,858670.5585,103588.0344,398048.2187,0,71845068.88,3576631.706,17008277.68,2941363.986,714717.0258,2132689.076,0,1470991.849,0,0,0,23485571.81,1137620.928,0,503772.8489,0,0,0,580140.2441,0,0,0,0,0,0,2664633.946,0,0,0,2086417.16,0,0,0,0,0,0,811127.9088,0,0,1154758.723,117283659.7,19396234.07,2184073.269,0,0,0,0,0,0,220137.6384,0,0,0,817440.1787,0,0,0,0,0,0,0,0,0,0,0,0,0
23,lac3 0.5% 1 b,1614035.127,0,0,0,9741813.006,522817.9851,4354125.078,1042456.87,0,516661.4577,0,74537778.96,3672434.197,19230811.11,3793073.072,685513.8272,2251109.682,0,1306460.014,0,0,0,23028624.89,1137336.446,0,478098.9916,0,0,0,0,0,0,0,0,0,0,2287470.468,0,0,0,2034067.926,0,0,0,0,0,0,610444.3768,0,0,1125749.219,206249555.7,36420109.97,3610339.203,0,0,0,0,0,0,112662.4864,0,0,0,670109.8997,0,0,0,0,0,0,0,0,0,0,0,0,0
24,lac3 0.5% 1 c,1288416.634,0,0,0,6563995.295,126120.3214,2428612.026,72745.29774,0,62087.81198,0,62975618.06,3010182.491,13320330.94,2498582.181,246733.2761,1144210.146,0,1361320.201,0,0,0,20046825.56,841952.6957,0,330353.4641,0,0,0,330639.3935,0,0,0,0,0,0,1890019.709,0,0,0,2077096.197,0,0,0,0,0,0,725518.6137,0,0,1119745.687,199657220.5,34056359.68,2986750.36,0,0,0,0,0,0,65760.68372,0,0,0,926369.6536,0,0,0,0,0,0,0,0,0,0,0,0,0
25,glc2 21% 2 a,2527823.576,0,2261430.566,0,13199512.25,986494.0734,5617373.947,246278.2712,536734.8988,0,0,109170875.7,7587176.028,32925986.31,1563154.949,2603972.753,82830.58112,0,1613808.125,0,1784292.708,0,1645421.136,0,6837495.404,134998.5486,1085262.795,0,0,0,0,100605.2137,0,0,0,0,3365096.631,0,985202.7681,0,0,0,609899.5826,0,0,0,0,1422189.153,0,866969.6971,0,49187203.35,9507310.994,920224.283,0,0,0,0,0,0,582575.8718,0,494063.9299,0,0,945820.93,0,470599.8594,0,0,0,0,0,0,0,0,0,0
26,glc2 21% 2 b,2937192.038,0,2291582.703,0,14290062.08,1068166.424,6577759.454,389519.7199,619971.5304,0,0,121512245.8,9073368.201,40401475.36,2063455.964,3510577.717,0,0,1390279.846,0,1720632.742,0,1393555.104,0,7108276.516,152723.7054,1109180.352,0,0,0,0,310700.8798,0,0,0,0,3559992.876,0,1059074.663,0,258324.6673,0,745389.4497,0,0,0,0,1447440.866,0,1278614.343,0,122177067.6,21314814.53,2041725.052,0,0,0,0,0,0,617256.2367,0,533350.6204,0,0,830159.0161,99139.33667,563704.8387,0,0,0,0,0,0,0,0,0,0
27,glc2 21% 2 c,2657201.664,0,2234717.985,0,13941208.24,947887.2946,6055556.427,256036.668,596077.3513,0,0,122284412.4,8474188.958,36212845.23,1624870.511,2976670.188,0,0,1993516.516,0,2262493.893,0,1400785.736,33233.47075,6887294.086,120382.566,1118905.847,0,0,0,0,144444.2172,0,0,0,0,3540481.956,0,1076143.168,0,163485.3429,0,600868.6498,0,0,0,0,1371977.617,0,1099192.526,0,61817019.23,8915607.219,861201.3758,0,0,0,0,0,0,673935.718,0,530528.2809,0,0,831361.6289,0,621699.8576,52355.0619,0,0,0,0,0,0,0,0,0
28,glc6 21% 2 a,189103.2066,0,0,5358348.175,9784562.066,676625.6579,9012401.087,1382402.16,959245.182,1579266.762,0,84108230.81,6140188.073,56173618.1,8317054.098,5680198.313,9008501.684,532844.6171,0,0,0,2581812.285,223777.5398,0,0,202394.2197,0,288802.8502,9354858.186,0,0,0,0,0,0,198181.0036,2182950.741,0,0,2915571.357,208808.9674,0,0,0,0,0,612242.2766,750531.9652,0,0,1389796.327,97943658.27,18815767.14,1606556.386,0,0,0,0,0,0,0,0,0,1030504.978,0,0,0,0,0,1959516.547,0,0,0,0,0,0,0,0
29,glc6 21% 2 b,105810.6094,0,0,5032115.729,9227824.57,730486.8017,9485224.795,1371053.927,1002604.194,1562443.169,0,91516365.68,5903271.705,54276676.24,7953971.436,5668046.159,8647895.749,539220.8353,0,0,0,2978792.159,113116.5206,0,0,204564.7778,0,176531.2523,8523373.073,0,0,0,0,0,0,141458.0428,2368534.744,0,0,2562575.032,201709.2719,0,0,0,0,0,535503.5238,603487.2291,0,0,1134273.82,39024994.05,6659446.013,1109698.864,0,0,0,0,0,0,0,0,0,978317.3958,0,0,0,0,0,1684163.014,0,0,0,0,0,0,0,0
30,glc6 21% 2 c,198766.2539,0,0,6058027.088,6075277.824,417906.3486,7591997.779,1268553.211,860686.1669,1238617.04,0,73951167.23,4518997.275,49593020.52,6790828.992,4797076.761,8073782.715,375499.5836,63689.03231,0,0,3410336.652,267761.0728,0,0,356357.1642,0,303306.0277,10299404.26,139212.309,0,0,0,0,0,232206.9397,2304100.724,0,0,2773142.556,113479.3454,0,0,0,0,0,636348.9469,788765.5053,0,197076.2552,1604753.113,66702112.71,10806910.99,1093551.816,0,0,0,0,0,0,0,0,0,1333673.985,0,0,0,0,0,2374111.048,0,0,0,0,0,0,0,0
31,q5 21% 2 a,6537841.51,0,0,0,14015512.58,1124885.22,1120751.154,1425477.801,6444489.724,2319544.067,0,113750463,7343365.182,6758308.045,7429485.917,33892234.96,11159737.45,0,2003170.055,0,0,0,10725259.38,396993.8389,0,0,0,0,0,0,0,0,0,0,0,0,5494068.093,0,0,0,1418210.409,0,0,0,0,0,0,2877244.075,0,173644.9335,0,84152304.97,14459384.19,1285279.167,0,0,0,0,0,0,1251968.366,0,0,0,2221197.032,0,0,0,0,0,0,0,0,0,0,0,0,0
32,q5 21% 2 b,6104308.598,0,0,0,13524161.99,1024294.39,1121009.499,1483952.076,6421246.586,2195570.326,0,109569513,6966808.541,6041855.407,7029282.707,32971127.79,10390637.03,0,2199817.526,0,0,0,10091047.39,355361.4663,0,0,0,0,0,646104.7652,0,0,0,0,0,0,5296931.369,0,0,0,1004208.633,0,0,0,0,0,0,2007822.461,0,235714.8395,0,171436499.4,29206811.82,2682251.067,0,0,0,0,0,0,1277209.536,0,0,0,1881463.488,0,0,0,0,0,0,0,0,0,0,0,0,0
33,q5 21% 2 c,6174360.631,0,0,0,13498704.75,1070163.976,1255499.563,1545238.007,6430328.833,2344005.797,0,101892004.5,6712707.642,4969684.468,6436773.534,30471433.47,9500863.549,0,2599482.665,0,0,0,9550602.413,375127.6911,0,0,0,0,0,689116.2796,0,0,0,0,0,0,4733448.278,34447.91118,0,0,1014703.421,0,0,0,0,0,0,2386571.998,0,0,0,57247652.18,10917519.8,948531.1704,0,0,0,0,0,0,1141220.911,0,0,0,2261303.286,0,0,0,0,0,0,0,0,0,0,0,0,0
34,lac3 21% 2 a,5629443.869,0,0,265031.7259,14334599.89,1120710.102,8574989.898,1386287.25,627394.6243,771968.6125,0,110392365,7188349.463,44370076.34,7325194.711,3573997.802,3901267.011,30581.30346,3625530.995,0,0,0,10040371.78,291435.1385,0,101255.8668,0,0,0,855144.7437,0,0,0,0,0,0,7026945.148,0,0,0,1604916.404,0,0,0,0,0,0,2401903.479,0,315281.0241,3160244.096,182607379.7,33058892.28,2821502.176,0,0,0,0,0,0,1229603.436,0,0,48645.60983,1930124.631,0,0,0,0,0,0,0,0,0,0,0,0,0
35,lac3 21% 2 b,5944698.861,49370.33916,0,277851.468,15778482.8,1219712.451,9612380.544,1818618.759,644130.5397,848457.3709,0,102802817.7,7113693.02,47422510.65,7439196.773,3175749.661,3833856.342,0,2691137.282,0,0,0,12730717.55,514203.1027,0,395931.9389,0,0,0,622691.031,0,0,0,0,0,0,5576786.012,0,0,0,1250687.311,0,0,0,0,0,0,2743500.995,0,251076.7727,3514523.238,150866826.1,25730016.97,1995896.55,0,0,0,0,0,0,1172257.428,0,0,71164.58211,2582880.64,0,0,0,0,0,0,0,0,0,0,0,0,0
36,lac3 21% 2 c,6079308.159,0,0,278005.226,13848371.55,1032772.406,8663154.731,1621197.44,575535.8565,788065.8527,0,110948046.3,6755955.445,47286065.91,8320844.136,3390790.03,3864104.516,0,2376834.437,0,0,0,11942871.23,471733.3148,0,425417.3342,0,0,0,589078.895,0,0,0,0,0,0,5318450.448,0,0,0,910823.5997,0,0,0,0,0,0,2805685.067,0,0,3073676.542,165589915.9,27684545.82,2649215.167,0,0,0,0,0,0,1111916.053,0,0,0,2265471.665,0,0,0,0,0,0,0,0,0,0,0,0,0
37,glc2 0.5% 2 a,1045780.067,0,858198.0741,0,6599387.097,317291.7853,1822246.91,0,77122.79694,0,0,75521362.63,3850700.864,11844716.85,381508.3057,700552.198,0,0,1036752.391,0,1121927.932,0,2086226.668,103341.3881,15478161.9,613325.1724,2475992.357,0,0,0,0,195982.0825,0,0,0,0,1908582.896,0,353268.2684,0,25559.35947,0,1668070.959,0,0,0,0,0,0,491728.9065,0,124961892.2,21499391.14,2029426.404,0,0,0,0,0,0,112218.0684,0,89714.52196,0,0,150092.5118,142920,0,96764.58122,0,0,0,0,0,0,0,0,0
38,glc2 0.5% 2 b,1151260.709,0,879277.5328,0,6614305.724,368989.4109,1887139.413,0,0,0,0,84085353.58,4208096.367,11761648.28,291145.7074,598757.7653,0,0,4732849.076,0,5907997.313,0,1072520.211,0,8103019.499,102805.7712,952589.2961,0,0,0,0,212049.8769,0,0,0,0,2034082.35,0,224393.8954,0,127101.424,0,1614473.173,0,0,0,0,621879.973,0,458420.3001,0,102910706.8,17449966.93,1908060.613,0,0,0,0,0,0,0,0,0,0,0,250269.3424,164788.4964,64338.35021,0,0,0,0,0,0,0,0,0,0
39,glc2 0.5% 2 c,965637.7499,0,676944.8749,0,8510565.305,562623.5272,2543086.777,83634.20827,112567.5995,0,0,86444561.36,4797038.972,15531325.1,515160.9482,885245.9182,0,0,1144698.535,0,1597566.558,0,1954470.66,81911.95327,15401116.36,479740.7213,2466307.943,0,0,0,0,0,0,0,0,0,1596188.966,0,342401.7066,0,129339.4749,0,1658680.586,0,0,0,0,289373.4093,0,282008.4629,0,68129756.21,13193188.9,980748.5875,0,0,0,0,0,0,79698.39943,0,0,0,0,0,0,119021.8241,0,0,0,0,0,0,0,0,0,0
40,glc6 0.5% 2 a,0,0,0,3339357.446,6360196.036,458796.7473,3748062.303,679602.428,177947.3719,762371.6653,0,78439476.84,4120762.783,23549091.85,4022553.494,1212611.196,3965137.679,0,0,0,0,2302358.557,127195.5628,0,0,368319.0538,0,993723.8076,20730377.07,0,0,0,0,0,0,332952.7104,1618106.517,0,0,1851255.15,99968.40185,0,0,0,0,63101.82102,2752034.919,338872.0793,0,0,396140.5201,34570524.63,6465343.102,556548.4444,0,0,0,0,0,0,0,0,0,589773.0158,0,0,0,0,0,1323812.878,0,0,23121.77245,0,0,0,0,0
41,glc6 0.5% 2 b,0,0,0,2380443.648,8752652.575,507378.936,5314904.885,1022277.554,277571.3839,1020539.292,0,84964103.16,4720782.831,29307746.97,5405700.194,1597902.954,4913576.687,0,0,0,0,1883803.818,100615.9511,0,0,502582.5518,0,1127298.81,23797451.12,0,0,0,0,0,0,150448.0828,1268479.077,0,0,1181863.836,82275.43653,0,0,0,0,0,1813740.153,381690.8253,0,200283.0327,0,46192137.15,7993980.263,685778.1799,0,0,0,0,0,0,0,0,0,227481.2678,0,0,0,0,0,1180178.3,0,0,0,0,0,0,0,0
42,glc6 0.5% 2 c,0,0,0,1634059.748,6120591.369,312795.7281,3318912.198,733770.7203,179376.1473,631969.5045,0,74940361.65,3844984.798,19684204.47,4016389.237,935495.2754,3466658.476,0,0,0,0,2328449.924,131946.5408,0,0,453914.4949,0,773060.7718,18941675.28,0,0,0,0,0,0,154390.4793,1265907.686,0,0,1149305.728,0,0,0,0,0,0,1617883.279,0,0,0,183735.5736,42597547.89,6638278.286,866342.3947,0,0,0,0,0,0,0,0,0,117084.4333,0,0,0,0,0,1330032.641,0,0,0,0,0,0,0,0
43,q5 0.5% 2 a,2204171.315,0,0,0,7622096.028,333802.7812,49613.11466,470874.1481,487279.1783,1657491.093,0,77596589.63,3716470.426,783206.3446,2942299.362,2733705.329,9711685.598,0,2758962.484,0,0,0,21911677.1,1058366.729,0,0,0,0,65203.54201,984744.5991,0,0,0,0,0,0,2725424.102,0,0,0,2139445.6,0,0,0,0,0,0,746076.4393,0,93576.18547,0,63578824.63,11601648.7,1225397.206,0,0,0,0,0,0,351057.4336,0,0,0,1469096.733,0,0,0,0,0,0,0,0,0,0,0,0,0
44,q5 0.5% 2 b,2592694.244,0,0,0,8029658.131,357940.3293,0,551526.1375,562560.2522,2014028.023,0,84416353.23,4212287.834,717279.8961,3417028.244,3668037.887,11588085.23,0,1806783.587,0,0,0,23252022.74,1120176.107,0,0,0,0,0,954166.3029,0,0,0,0,0,0,2736656.707,0,0,0,2561625.412,0,0,0,0,0,0,486833.6176,0,0,0,25186991.56,7242070.855,1068187.502,0,0,0,0,0,0,344625.1469,0,0,0,1547385.12,0,0,0,0,0,0,0,0,0,0,0,0,0
45,q5 0.5% 2 c,2025663.801,0,0,0,10135862.41,539054.3876,0,636712.384,706456.0304,2182277.157,0,96974729.2,4949117.03,775861.7145,3534372.27,3895445.739,12199499.29,36924.15758,1828586.957,0,0,0,23639755.64,1160096.769,0,0,0,0,0,1157998.117,0,0,0,0,0,0,2516444.5,0,0,0,2333590.769,49924.31015,0,0,0,0,0,628266.4374,0,116803.6999,0,38296001.04,6957016.921,657279.4743,0,0,0,0,0,0,260329.6145,0,0,0,1382567.608,0,0,0,0,0,0,0,0,0,0,0,0,0
