filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
23,glc2 bay 4 b,85277226.85,4563348.683,44084796.71,1075723.369,2663523397,113108555.7,531338439.5,11986975.57,8244462.154,286030.9343,626202.9024,13586.12319,201886684.1,12886697.76,633395.1596,NA,31370.88321,NA,206789270,15826658.36,57037431.86,3830500.203,12672608.53,368672.1267,50679318.78,1946546.8,2191716.411,39813.14937,97761117.24,5824440.545,30586007.67,1228870.194,362653.3763,1311120.048,106361.3057,74310.49798,1937.363878,NA,1361238.6,97439.87816,196061.5727,12453.6536,45147.16803,22982.25094,1791499.649,129638.5738,478370.1474,32079.96143,112744.975,7649.63218,13279405.06,785877.8182,3830213.12,146477.8684,52566.71251,18036577.32,2018635.906,15360034.94,1100083.365,3348260.193,116272.5314,8357.431094
24,glc2 bay 4 c,45227528.43,2534756.98,25144574.83,574612.2714,1166332817,50452818.01,291443752,6449233.73,6608718.058,171352.8557,526036.668,11876.4353,199003042,12718571.01,594022.2707,2055.775673,32869.5894,NA,190236962.1,14714505.98,46738117.94,2948172.61,10601581.49,284677.4635,48850706.76,1886807.985,2193967.293,34449.20364,87054810.77,5227884.172,29122364.96,1144230.547,259018.7849,1404070.863,107334.8952,51385.6617,942.8861389,NA,1098665.277,81197.01383,115644.1765,5622.844066,28602.86921,NA,1314626.695,89551.55153,305917.0538,17988.94792,68158.69598,4553.541973,10827381.17,616668.4172,2870597.593,91286.15226,26099.26276,10494645.63,1191631.701,9168852.765,669364.6475,1973992.295,78332.89058,3055.059893
25,q5 dmso 1 a,96394661.73,3882286.664,47355.17786,187041.6213,1560690315,57212407.83,168775.6289,39489.16523,4927880.021,113645.2087,8940.876945,NA,2172682.002,258049.2347,110373.3444,972084.0076,7623003.787,250317929.9,117713151,23197495.04,15146545.42,75928682.7,11373052.35,305889237.7,36442711.8,1253772.795,NA,NA,83141209.26,10002640.55,17064823.58,4935073.2,62520149.62,1474196.726,149113.4443,197019.4647,18885.11436,704196.7639,1021385.87,89562.0799,9819.52645,88469.05002,14391.64283,369287.1499,1187079.592,219956.4968,133605.0649,729814.3625,108646.7824,3010676.768,21631205.25,2515054.97,4014787.762,1141268.995,14891267.23,24245264.07,3968828.364,5414498.366,2489869.971,19648711.5,2070103.634,NA
26,q5 dmso 1 b,149723155.1,5963567.793,58502.50274,290965.7941,1396577569,51978578.74,209218.4354,297515.3657,5534468.052,164690.9343,NA,NA,2327487.152,230578.0705,97425.80309,922144.408,9060344.497,300184726.6,119698254.8,24061255.06,15232297.82,76295785.34,10962256.95,301375547.8,36192080.01,1211762.805,NA,NA,88686380.7,10987707.61,17782839.29,5147162.474,64740254.38,1333480.241,173521.3095,201610.1377,19507.14138,770266.519,837002.5639,68538.50092,18407.5037,94458.67226,15050.62893,395767.1052,1185429.651,226659.3185,144692.8346,755909.9084,110542.5381,3030374.901,20531562.59,2548904.032,4077484.384,1166227.182,15077667.79,27829248.76,4624925.228,6299654.891,2868775.278,22708414.26,2414773.457,NA
27,q5 dmso 1 c,101634543.5,4046482.846,50308.19057,206388.1526,1159514035,43069459.15,167623.203,62848.25011,5938666.229,188720.0712,4473.144801,NA,4108905.214,373461.0818,109534.4569,917923.2591,8233260.925,269873161.1,114642298.9,22478822.43,14609695.35,72667756.32,11024836.18,292216143.8,33422778.73,1166918.342,NA,NA,78625723.1,9737138.248,15981988.44,4722960.629,59007824.56,1214794.252,189246.4479,187944.7507,16557.8586,709772.0305,1026722.892,94602.43663,14362.2115,85770.91279,14722.42005,363289.4969,1096341.286,195502.5,134555.2133,660284.0431,101499.5433,2759203.129,18810186.42,2266065.515,3703021.905,1051810.692,13754972.91,26583351.07,4449208.476,5964234.025,2722346.353,21584590.2,2319444.609,NA
28,q5 dmso 2 a,200954694.4,8094827.029,228463.56,945507.9942,3214849010,120014844.5,788588.719,1731021.242,11130040.65,368926.9045,8208.818278,NA,4949755.977,749150.7513,298748.5014,2370554.176,16431578.98,535838165.5,201070171.1,47765132.22,30708090.27,134293567.6,18142097,479257306,53163274.29,1806812.159,NA,NA,144850055.5,22562818.22,33614498.32,9791654.214,109089317.4,1563677.845,240090.6359,334171.658,42059.77097,1137034.7,1253434.16,142719.8789,44383.33968,194672.2904,26000.84478,675317.1577,2167655.885,487647.331,322390.1626,1452957.323,196913.7206,5362573.975,32544180.34,5086295.922,7923577.831,2317882.881,25581186.82,47979949.03,9554377.971,12720344.2,5620513.88,39484414.28,4058777.394,NA
29,q5 dmso 2 b,152515975.1,6079654.177,199787.8267,834093.4524,1680590368,62317179.01,635857.3614,1981874.669,8031616.916,252756.725,6671.694597,5003.825619,4154372.961,579664.6249,313342.248,2068609.542,14142628.61,458703541.6,188280377.2,45184418.1,28537885.85,122625140.1,15466357.98,417489381.1,36417769.87,1205110.973,NA,NA,113359154.9,18265185.85,28150801.71,7540073.368,86168979.78,1552933.911,271796.5722,348676.6838,38276.69644,1134135.268,1229042.269,125479.86,40558.67606,181984.1101,25591.37941,615338.4218,2138220.478,499611.6185,320684.7153,1430528.073,191911.057,5040859,30201388.37,4718597.702,7209827.561,1954965.593,22606394.47,47114834.14,9579689.819,12556820.05,5309423.756,37301786.2,3899676.485,NA
30,q5 dmso 2 c,187960084.2,7627370.759,184733.6392,853435.0265,4109194550,152229728.1,1057374.27,1631848.721,13339705.27,425593.6627,5598.799456,11090.68562,5591657.144,910929.851,372849.7057,2421654.038,16000942.79,532096837.1,215994195.3,52301708.79,33388425.93,142877797.6,18977152.64,490153747,61218348.92,2058836.449,1916.330465,NA,162582598.1,25047285.24,37453172.53,10618889.59,117286990.3,1871736.549,306149.2616,412656.7825,42388.14996,1310665.755,1252193.091,143174.4214,51685.65408,217193.0682,24223.28995,721488.0711,2493289.707,594690.1447,384455.986,1674538.422,226453.8204,5976563.858,34485692.75,5484278.635,8627133.764,2354742.423,26902661.41,51452957.08,10558425.4,13860527.43,6022722.792,41815251.41,4359753.626,2296.145744
31,q5 dmso 3 a,174183387.3,7049228.756,258549.5899,1030207.724,4570464541,169913637.1,2033843.183,4737979.386,14598346.45,522001.5226,10960.48713,26237.30862,6817994.682,1021030.283,540564.8186,3611156.613,21434741.97,691241899,300113560,63262026.53,43215253.95,188458544.9,27618125.55,743689007.7,61570452.02,2153123.618,485.3926852,NA,179716586,24260629.57,37788220.95,16889126.77,131629841.5,2291368.939,384801.9054,529648.0378,65527.90143,2040761.89,1430502.75,192602.1657,101318.0186,434246.5277,63540.99308,1574407.135,4089402.152,836083.0994,589022.2991,2637422.962,402950.8163,10809285.1,60356394.82,8503567.935,13566937.84,5784333.941,47982499.72,57961846.85,10364544.92,13485929.7,8141293.068,45518321.08,6512736.973,4781.582448
32,q5 dmso 3 b,153679728.3,6459206.573,273686.643,1089187.699,4966272361,186580435.2,2175221.496,7192013.457,15547765.46,493129.5633,13291.34551,36251.30377,7682442.483,1279801.764,791520.5502,3833316.2,20215367.01,659052523.6,331313634.5,71947174.93,50264438.98,201636760,28630194.84,749259558.2,54416904.86,1852875.563,NA,574.0762703,196701009.8,27865381.71,42073622.03,18883039.7,134953752.5,2669189.135,378851.6176,634615.4148,72531.51944,2221518.518,1815096.269,255666.7228,131551.2607,521767.3691,72576.04736,1812560.021,4830084.143,1036515.999,720883.3993,3050059.497,430326.6209,11739328.03,70912091.53,10266420.94,15560840.17,6799402.482,51310944.51,73707237.19,13608458,17007262.3,10518168.21,53459011.02,8180345.4,14268.68941
33,q5 dmso 3 c,162055950.7,6616052.696,289325.0397,1165619.698,5389546875,199305947.8,2046494.019,7224636.456,15764588.08,571851.8156,17445.24249,43422.13993,9143514.977,1591000.802,929716.8777,4495432.158,24291157.48,794834744.2,330930448.9,74071901.13,53226181.76,215730499.4,32382390.3,835584769.5,62437128.76,2147937.798,NA,NA,215287725.4,30386079.87,47948021.75,23039091.82,162381355,2635062.87,404408.3786,669691.291,92596.53288,2461379.034,1857400.815,249682.9158,134770.1227,533217.3252,73711.15059,1978486.507,4740000.561,1036223.559,773894.5249,3178094.145,462568.1935,12592429.49,74137385.86,10446253.84,17010795.35,7946151.987,57883902.21,69869883.03,12779022.97,16854540.11,10701830.7,54407316.58,8325731.307,60955.76759
34,q5 dmso 4 a,297324452.9,12324650.53,870560.9417,3592725.083,5354608050,206852036.9,9140201.679,33425088.71,28735859.92,1073588.49,58919.02121,207597.4781,13043454.66,2133935.817,1378983.145,7064813.286,31863802.6,1031959855,429936397.8,99669191.51,76476702.03,308429216.8,46341600.07,1222981751,71219811.88,2370406.984,NA,788.6496172,227553853.4,33582605.84,56207897.77,31955980.93,193605282.7,2651345.035,489410.8042,994143.3094,132456.8498,3822551.048,2662263.195,426993.9894,278324.9813,1047913.046,168787.3716,4310029.649,6563552.207,1485488.993,1192947.222,4971128.072,766401.2344,20546414.72,95482143.23,14126037.31,24120488.26,13646873.48,84150946.02,89874219.1,17644876.52,24931109.47,18668090.65,79035097.45,15914949.02,509281.6446
35,q5 dmso 4 b,238959351.3,10045003.85,761933.0756,2923975.655,5019146743,196748975.2,9049895.611,32313199.5,22047478.68,833393.5447,51404.39098,151436.8407,10067567.15,1950888.85,1312143.589,5944262.924,24445239.35,774838131.9,409348201.4,100696596.2,76627835.3,286685911,42607069.34,1091343986,55254753.79,1882313.496,7091.457358,1182.568029,199788059.4,31207190.84,52028823.21,27556765.19,167625224.8,2744451.683,580222.1943,1121408.005,140180.0955,3973045.058,2598935.704,455081.4064,303556.7357,1100977.196,157967.977,4291620.713,7143461.842,1706909.696,1367625.633,5359097.183,791828.946,21057657.48,98985624.09,15368594.28,26092299.32,13865801.47,84595151.94,95275134.23,19969750.76,27413163.02,19636483.89,82246666.58,16459727.25,539012.87
