filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
36,q5 21% 4 c,236431481,10017304.57,768748.0543,2961454.64,9162248830,351840907.1,15818240.12,52856194.19,30466133.71,1170065.025,81718.93155,283475.6146,13922791.36,2810512.512,2161607.648,9354754.006,30134488.2,982840550.1,424977481.9,114769883.9,99961155.66,374384976,55922698.77,1413600358,62469912.42,2065190.853,18067.00001,5337.794894,257145335.8,45599076.96,80346812.53,48841172.91,260407599.9,3024489.315,579711.3225,427412.7315,1576712.172,239662.1277,5963533.848,3016426.013,698059.2266,1598040.881,214273.0662,5654867.308,8610115.479,2300697.415,2055771.654,7986471.46,1190548.257,31481869.21,108490300.2,19466393.51,35258814.46,21408302.74,116019470.6,199540476.9,46862673.71,70852041.15,56348408.31,207117396,47284113.22,1998914.393
37,q5 0.5% 1 a,65222602.11,2690154.893,4729.48122,66066.10452,1529101135,56655021.31,156632.7882,NA,4345088.898,136422.8463,8353.49501,17971.25475,2234483.615,129283.5075,24046.46574,412308.9102,6248471.974,202177200.3,124296645.7,12376438.8,6236704.817,33815776.31,6902477.006,200342523.5,18601430.07,514688.0226,NA,NA,88575844.26,5695840.303,5328801.227,3926330.464,26206611.33,10337294.03,669127.8969,27690.0406,98538.69694,19637.28163,570755.2022,4041101.512,240409.85,112182.0512,15297.10976,487646.04,1794050.389,150476.9393,56981.60739,361327.7331,71297.37847,2143242.048,21863960.18,1335639.371,905060.0768,610029.6691,4404679.828,107914880.4,10680073.13,6106519.241,7719394.263,29177026.09,10529552.98,937.2315687
38,q5 0.5% 1 b,37528480.42,1535369.287,NA,30133.68905,818370577.1,30555434.51,71896.02885,NA,3483835.393,118100.9192,8527.881375,12340.46441,1981410.646,107897.3283,10419.20374,336447.2891,4735919.704,154649174.8,107790050,9943347.874,4830213.978,25740927.01,5549659.475,158126080.4,15798287.47,405234.6508,NA,NA,76255585.39,4776633.918,3872724.04,2996636.314,19618490.12,3161341.813,214089.357,13189.02433,67562.91637,16202.29976,432036.0695,1720147.907,93742.26897,77588.81681,14381.53331,475781.4457,1320737.648,110935.071,41770.38663,262316.4151,54665.58878,1551371.373,17894415.31,1047078.853,650573.9187,416243.0389,3190405.344,89599277.26,8670573.97,4790038.821,5936696.626,22112605.53,8426038.404,942.6713415
39,q5 0.5% 1 c,39969866.75,1635197.345,739.1716713,21251.00872,961730840.1,35652117.75,76976.90633,NA,3671975.673,103743.3235,NA,NA,3510899.554,215059.8064,16117.6283,326622.8359,5259141.026,173212841.3,118328970.1,11144368.75,4693961.982,26394923.59,5603050.569,157327572.7,19958666.93,589291.5154,NA,NA,86442587.45,5270661.343,4033754.512,3020916.389,20314248.23,2155682.247,163566.5,11598.15214,61209.38953,16699.72529,406928.9091,1718119.809,119226.9449,64675.66924,14558.84742,379909.3894,1234380.712,102820.372,40801.03895,250365.3088,52490.9907,1455604.575,15071070.43,892044.2691,608782.2252,410136.5618,2992055.123,94261252.42,9053813.361,4471899.145,5876704.696,22252123.96,8376486.578,569.2054093
40,q5 0.5% 2 a,93656900.39,3691419.817,50050.83777,109687.2965,1267290954,46414683.32,299413.9345,29088.28453,5531556.219,145596.5883,5256.479688,6305.899169,3079120.436,169560.9657,52401.10099,848107.0553,9900263.372,321397654.1,157217791.4,17402304.68,9940703.824,52579789.15,10350175.77,294614285.9,22288835.65,671982.4142,NA,NA,119322460.7,8391075.851,9398871.392,6214400.526,43970231.49,3196402.408,257551.0598,42825.46927,211989.9944,43203.65572,1208059.703,1680193.725,125013.0494,150797.7389,19371.2536,651471.3789,2614367.871,282426.1151,148399.2866,868579.2462,158584.7059,4707031.293,23625255.74,1588568.134,1514588.392,903692.7779,7266199.74,118485871.7,12887791.32,9896607.656,10900436.54,44516066.27,13876103.75,NA
41,q5 0.5% 2 b,107541580.7,4224288.196,27505.74531,103384.6152,1983611726,72722465.8,239127.1874,17609.85931,10445682.52,380403.4034,8862.427721,6259.601298,4142003.389,266076.4155,45185.57991,668220.2349,8041357.704,261782463.2,150578557.8,16524305.08,8908117.196,46309247.11,9079859.215,254720631.6,61832257.22,2104823.269,1434.594732,NA,182365869,11915883.41,8781536.418,5658881.835,40316133.02,3855151.761,289818.7135,36536.20923,190381.1659,39824.9273,1068535.374,1979016.7,141425.2694,133964.8488,22786.15031,684129.3733,2471256.789,263463.7067,139728.8098,764234.3707,136159.9006,4080421.438,24798925.79,1607729.638,1450027.136,844574.8736,6670258.58,119893747.8,12849971.77,9396922.067,10236363.96,41146126.21,13121214.5,1005.392885
42,q5 0.5% 2 c,70412842.97,2757276.42,79054.06772,81842.98068,1117585970,41176727.38,564238.6894,7807.58206,4586177.095,144796.1035,1446.119055,6756.022376,3691592.691,242452.6524,29765.64766,718575.5467,8115807.654,264921588.1,140531627.8,14862195.68,7950307.876,42253864.13,8359404.832,237236837,20983584.99,616966.4816,446.8372378,NA,109958817.7,7740237.589,8092550.954,4967632.718,35413599.48,3127342.949,221307.0679,30389.83051,161485.2106,32394.87139,914961.0578,2019043.495,135285.6744,124539.7155,21295.97009,589296.5175,2081418.132,211297.7467,99268.18159,595248.5579,114265.0279,3233984.059,20234169.26,1336270.095,1177757.21,669491.6922,5369154.754,116834587.4,12297034.67,8598643.158,9545231.76,37959152.81,12542016.1,748.1908013
43,q5 0.5% 3 a,112096358.5,4419355.552,43320.17975,151980.3022,2435387875,89529063.11,440943.2096,36959.4722,8473869.772,242884.6383,5169.619564,9189.965878,5094241.155,369140.9277,90435.00235,1519978.042,15917688.92,512979746.9,193383533.7,21568131.88,12855727.68,66778996.93,13094112.54,375230226.3,32639719.76,1094711.922,NA,NA,167758414.9,11992904.92,13030038.84,9751699.607,63270790.95,2730850.039,235293.4165,68910.79839,383257.9444,77609.39053,2190575.346,1408764.665,112451.4762,173256.4619,24186.17362,776948.0518,3289549.692,349357.7627,206023.9568,1165766.1,217962.3663,6339998.055,25285609.16,1743543.059,2082557.112,1380558.438,10112659.7,149124240.5,16101726.34,13021452.99,15750428.24,58959645.55,19469865.64,1439.119686
44,q5 0.5% 3 b,137795603,5402603.622,29908.91273,145571.9018,2428576324,89634912.94,399076.4542,145343.4517,7460313.826,235715.9714,4933.775237,7280.954643,4785100.998,399734.7172,101753.8209,1463890.894,13398283.51,432758806.9,173187026.8,19883540.95,12001934.95,59614812.62,10786257.44,308779650.8,29440417.81,945777.599,2640.178768,NA,136738799.9,9995735.915,11335274.84,7409444.984,50441741.56,2791388.562,241662.1154,66069.91432,329522.1691,61651.90302,1727637.258,1584767.055,145269.397,193331.0118,26154.28589,714080.8611,2782373.59,314990.2002,172953.8698,981320.0718,172881.6761,5001031.313,23779511.8,1822058.084,2030834.112,1220098.143,9067532.071,138480278.5,15709360.77,12983343.2,14618174.68,53905721.79,17446042.77,3040.236841
45,q5 0.5% 3 c,97713373.9,3956581.365,11252.45544,73728.47079,2104153424,76785725.9,408645.8684,6649.070382,6826543.471,212098.5966,4727.780951,9331.944266,7066077.663,591998.5361,54098.51723,1140765.713,13380859.99,430032241.7,162825944.7,16950465.9,9105439.572,50231947.06,10143829.57,289666300.2,31090016.9,980987.7978,692.5051425,NA,139297253.2,9354352.706,9238826.115,6719683.278,45861975.19,2733935.333,200855.9017,41344.06609,224148.7916,44687.30746,1303765.194,1639404.607,131598.6069,122153.5554,20980.91717,567190.9474,2136663.842,207858.0933,107004.5896,654710.4397,129117.0702,3714539.461,19030057.11,1291095.083,1288935.304,855160.4875,6438960.164,129337327.7,13428925.17,9613696.841,11694586.32,45748755.12,14747688.05,1238.427151
46,q5 0.5% 4 a,240422836.4,9459475.296,134245.1132,503810.5588,3852353418,144034946.6,958244.0006,557439.717,12936257.88,514227.3236,8208.298177,13436.35787,12183248.33,1084620.7,482344.7214,3534468.631,30512792,986442325.5,299644704.6,31735863.89,21015753.72,89459626.86,17610758.88,490053585.1,58450900.11,2018257.622,4689.529676,NA,228430145,15700402.7,16376006.54,18871802.24,73157009.08,5826066.839,529574.7832,254446.6169,1124598.464,221040.5687,5989267.968,1885212.237,151097.4351,244767.6754,38659.01442,1131370.092,6685587.701,694772.0323,454833.4257,2065378.661,412347.2731,11377147.36,43071455.79,3016394.95,3285880.265,3363448.197,14457426.46,163123247.7,17735878.29,13197421.75,21195260.32,50676125.38,27899696.98,81923.04925
47,q5 0.5% 4 b,158753406.3,6273403.608,85873.02064,354671.8992,2468671310,92423898.97,683443.1224,666157.7232,7930279.487,317204.1136,4076.912983,7470.807242,8455223.236,774216.2958,282865.9026,2538748.279,20516873.28,666517283.3,237806837.3,29051644.89,16906731.9,77781542.67,12883684.92,358547026.9,39309185.72,1290890.871,5016.586947,NA,179037805.1,13920233.16,16010401.28,9906148.584,61936382.91,3702992.107,352993.2449,129346.7694,589675.9743,92224.94556,2735784.3,1757006.905,147507.495,225360.285,31847.10314,901950.3834,5114961.421,618304.1149,352678.3102,1717782.521,282793.0788,8014268.569,30480417.03,2400294.502,2726001.974,1641053.635,11047340.06,164614302.6,19522168.11,16123564.96,17638671.3,57659082.65,20418036.03,3684.567399
48,q5 0.5% 4 c,306939408,11863044.83,106695.7473,353148.7222,2985638409,109790999.1,544541.5983,296328.6921,9548308.865,371780.1904,6603.841804,7182.020041,8979615.913,827812.6305,253795.34,2658921.521,23024476.2,750260023.4,229702233.1,25266210.9,14214744.84,70901191.62,13046209.76,378748887.4,46342671.62,1583777.77,1573.446421,NA,193297811.9,14061707.47,14334180.64,9948968.517,63845234.07,2941732.337,261465.8753,85566.72436,449027.7973,77005.66045,2315610.473,1616352.624,110769.3112,167674.9833,24117.75207,816376.1597,4288524.137,453815.4431,259431.0063,1367517.249,247256.942,7234418.083,26720152.73,1966478.586,2113017.107,1388626.08,9856660.087,149282289,16351758.02,12211930.72,14795171.85,50974884.89,18275128.1,1842.41514
