filename,id,2HG_M0,2HG_M1,2HG_M2,2HG_M3,2HG_M4,2HG_M5,2OG_M0,2OG_M1,2OG_M2,2OG_M3,2OG_M4,2OG_M5,alanine_M0,alanine_M1,alanine_M2,alanine_M3,aspartate_M0,aspartate_M1,aspartate_M2,aspartate_M3,aspartate_M4,citrate_M0,citrate_M1,citrate_M2,citrate_M3,citrate_M4,citrate_M5,citrate_M6,glutamate_M0,glutamate_M1,glutamate_M2,glutamate_M3,glutamate_M4,glutamate_M5,glutamine_M0,glutamine_M1,glutamine_M2,glutamine_M3,glutamine_M4,glutamine_M5,lactate_M0,lactate_M1,lactate_M2,lactate_M3,malate_M0,malate_M1,malate_M2,malate_M3,malate_M4,pyruvate_M0,pyruvate_M1,pyruvate_M2,pyruvate_M3,serine_M0,serine_M1,serine_M2,serine_M3,succinate_M0,succinate_M1,succinate_M2,succinate_M3,succinate_M4
11,lac3 21% 1 b,2559157.489,177108.4898,69033.00644,6323.264172,2226.727702,0,2213231.192,144603.6267,220291.2908,28494.47284,18002.76742,19459.51725,1132906.698,21905.38281,2457.220809,344808.5263,32783787.84,1937299.093,1986497.037,2951135.394,212980.4413,28271468.52,2753750.428,14992129.76,3500549.671,1345735.575,1581846.438,63574.63315,130608833.8,9464590.058,14472012.53,1994849.804,1216273.07,813582.2249,288093173.7,18568522.95,351708.7323,0,0,364979.5494,334821935.6,12574204.79,7126604.585,352962378,57966353.63,3445362.949,3343469.603,4733837.535,333612.5055,15443701.99,685823.6481,130238.352,7487044.672,4677556.655,145852.2701,0,7502.795053,686445.3569,62116.34358,43623.12328,2252.572919,0
12,lac3 21% 1 c,1788281.993,128036.2063,79487.07372,9706.532352,6781.254877,43973.69271,2378527.791,164292.0498,256163.67,39938.23461,24050.81488,99534.37952,1077736.107,22041.92427,2854.89898,348485.5918,36330757.78,2117020.066,2252879.509,3303674.705,799354.2841,30599556.84,2997476.41,16805744.03,4039271.301,1855641.135,1837167.241,70392.88482,141879431.2,10143029.08,15248459.37,2715871.148,1427512.251,6118376.818,285733726.9,18488689.93,416091.675,0,124542.0605,9663609.862,282599680.6,10439664.47,7345019.232,374675411.6,52355941.76,3064885.125,3377052.894,4801572.197,1137925.897,14941820.2,624619.5861,120039.0278,7355194.869,4420615.429,130686.4972,0,6064.032893,640870.1801,52005.50116,53424.66021,2208.230393,0
13,glc2 0.5% 1 a,2095128.908,151905.6621,34492.42837,0,1989.535707,4245.483237,1345052.929,89893.15294,90720.78722,3842.686198,9194.530223,10226.9683,823943.9463,15876.88128,92530.20385,4418.636658,16021667.01,891152.0885,1537838.759,40623.21457,11657.37146,15687630.85,1422462.475,4451549.32,361282.646,493953.5049,100413.4298,95.82048857,64143293.26,4428410.464,5179499.112,229817.4181,464364.2085,1271.421683,180630158.1,11749566.45,195700.813,0,0,6024.185777,182603120.2,7226511.699,16889565.99,551805.631,31282598.41,1668049.917,2157150.182,58404.122,20750.91804,9586863.955,443600.9347,2241875.756,46697.65872,4108720.681,136462.4019,102254.0239,0,485251.4207,30168.60107,3396.133133,0,0
14,glc2 0.5% 1 b,2124900.467,147406.0838,66700.60587,457.7995687,3924.377555,6924.67518,1957893.079,127431.8858,165019.4226,4552.269078,15799.24773,0,1165246.782,28504.7925,152729.1209,2784.091515,25225230.35,1384537.763,2457894.002,81107.12646,21405.2357,24191794.17,2229875.566,7958169.307,524132.5814,817509.247,64531.60102,49.95427244,100702383.2,6976456.963,8675590.82,437402.235,825860.2247,0,295214280.5,19248673.59,363197.6532,0,0,2241.018948,340800684.2,13330394.33,29201011.41,594696.6687,28526733.5,1536480.459,2700517.678,82259.77265,22243.99267,18859059.74,851877.1095,4335011.33,74174.81564,5525821.813,189804.5312,164783.4054,0,478660.9792,23120.46512,11911.03866,0,0
15,glc2 0.5% 1 c,2476885.779,172983.336,58135.45809,0,2579.175842,2510.074953,2060911.113,139631.6297,143463.9767,3636.882208,11332.33312,4133.177384,1284394.772,35346.83743,148225.8074,4797.449345,22974218.99,1241935.319,2252195.459,64480.2565,14161.67104,26179897.21,2386432.282,7608576.269,482876.2899,756558.6658,51853.77415,46.32315635,93113840.43,6461958.272,7845782.16,370305.568,659345.0798,4324.762705,234460855.1,15133917.58,248631.1157,3010.352819,0,1649.37374,180824839.4,7405731.369,23611165.96,490756.4589,29961625.28,1608650.874,2365802.538,61966.69223,15837.4514,10484268.29,470474.3862,2514247.524,35814.51333,4295240.522,149170.6308,141739.1065,0,807447.342,35177.36379,15567.71476,0,0
16,glc6 0.5% 1 a,2890739.214,198805.6157,118645.2735,24101.12754,15463.09204,27990.60107,2412089.841,159114.7481,297719.0726,58663.37781,48738.04566,46495.34515,1478301.575,0,11996.25438,490117.449,27210383.77,1432539.356,984721.965,5589365.252,166576.7807,21628832.84,2029002.504,11518069.52,4087355.663,916127.8991,3181792.621,85811.13889,113917127.1,7759753.637,15487695.02,2955858.692,2444248.032,1726704.341,338510351,21754523.14,382911.229,0,0,3296.977577,290431718.6,10817695.62,2544016.009,82340358.95,33964210.76,1799651.72,1059504.635,5422979.392,195301.5069,15200901.15,644562.477,285211.2162,9940449.53,5641134.949,152570.7416,11618.87501,438798.5841,734604.579,48365.56874,17578.03276,1031.691641,0
17,glc6 0.5% 1 b,2803516.396,193690.8543,95820.6579,17345.40231,8509.265778,14588.1637,1727637.844,110072.3115,221671.9112,42663.68849,36309.65648,36508.9376,1051014.573,0,6009.17183,347688.3472,19896316.3,1048447.335,719944.4757,3984283.278,133375.9131,19724146.32,1848238.832,10007787.2,3762425.092,813684.6226,2749444.243,74275.46916,84178083.92,5986854.286,11691257.96,2236319.256,1760658.443,1178460.359,256618636.1,16433805.19,308294.8515,0,0,14808.9816,322978348.8,12044782.17,1911378.74,61641166.8,31445266.28,1685303.15,882512.6316,4381623.603,176573.6619,12092885.18,490697.3904,190798.999,7150790.022,4676380.303,124265.5237,7876.056049,316911.3606,702120.6077,32318.71889,12234.2488,0,0
18,glc6 0.5% 1 c,1958126.376,140265.1286,46520.74217,11895.22516,7760.845856,18034.98164,1230598.156,80128.52119,155390.0972,31899.16084,26749.94158,27154.57243,544079.0888,0,3022.221706,228655.6976,13363156.2,732526.8349,487136.4907,2677313.836,77326.96311,12927296.84,1185504.268,5467232.091,2117591.892,441770.2399,1496202.898,37624.93473,54969405.36,3853140.359,7614385.643,1524894.843,1219220.866,819618.2883,146433633.3,9474420.043,171782.4793,0,0,1202.932704,175236298.5,6521828.405,953317.4233,32802104.03,26042985.3,1372890.51,688713.0655,3326452.15,123974.7555,5962741.098,250797.9185,92492.62645,3584389.732,3161910.554,70324.92453,1763.744173,221036.5069,369893.6307,39118.5344,11464.78708,0,0
19,q5 0.5% 1 a,1893740.374,132293.7626,3591.670021,35271.92805,20279.79595,733631.648,692683.6507,39931.46696,16571.70913,84348.429,59493.38582,2132386.166,986545.1101,16528.97821,0,2436.49675,19144656.67,985552.457,270388.4777,1645824.797,2891031.297,17903587.06,1485306.717,622518.2703,1543979.666,2753824.785,3618758.862,37000.74907,27993967.53,1931756.09,1059856.228,4182465.183,3007525.541,99681951.21,4907842.883,254899.8573,0,37450.2023,8258103.786,289706393.5,295721132.2,10991466.99,37799.24605,207128.7226,29385308.62,1544510.582,333347.2251,1779792.915,4008858.606,12024510.93,498543.1276,0,8678.514075,4180262.499,92352.08191,0,0,435561.6287,28352.88421,5137.248291,1662.621396,0
20,q5 0.5% 1 b,1309623.56,95572.91643,1929.661314,22308.43521,10755.28646,503758.6743,507974.1158,26533.01964,14433.46945,69533.17064,44400.73004,1537136.575,790842.7991,11978.74725,0,1508.340114,14716288.73,760458.2106,207881.0803,1112533.176,2194736.318,14827303.64,1242002.767,400058.2353,1153033.306,2276338.803,2726969.825,26635.34244,20787557.99,1453167.526,818914.0438,3356702.299,1997684.423,70877356.82,325974.5579,0,355.4118402,16867.33212,6933550.656,242163046.5,236073586.8,8802070.154,10225.23164,34890.73,21613634.91,1135083.026,285895.3997,1286606.038,3333290.668,10564334.78,435951.4737,0,2645.990675,3833853.34,94424.21124,0,0,238322.3295,12973.46491,1233.191502,366.5595725,0
21,q5 0.5% 1 c,2012138.676,136771.5533,3445.95683,32387.6452,15828.74019,740953.7798,966049.9247,59845.13703,17491.66514,99312.48406,62657.07757,2212312.416,1420851.557,47531.79488,0,387.9250009,21235206.56,1098854.293,279750.4949,1500352.561,3028427.963,23306994.84,1955353.302,548583.2255,1818140.149,3666822.149,4443010.341,46372.66233,31808211.99,2234755.989,1181327.331,4868037.292,3080008.469,103308508.3,1118390.745,11986.14281,0,57754.7292,9894119.051,342170570.3,478344973.5,17855094.47,79260.66647,249248.5911,26219533.8,1345051.609,308883.0152,1450855.046,3657130.87,14115886.31,582143.2841,0,2576.414517,5788078.092,154700.5852,597.324701,0,619587.5974,25744.00453,8339.053008,1739.654703,0
22,lac3 0.5% 1 a,2471340.694,189345.8486,91548.40923,11198.44434,5307.19705,18583.1964,1889691.276,127817.8219,249920.4434,34724.27577,26897.17953,30584.88671,820516.5608,12562.6179,3287.177998,345782.3494,18730850.31,976562.2751,515310.6722,2218711.074,66942.7078,19327133,1730856.842,8723564.487,2498201.259,559454.2371,1515009.587,32794.46353,88653835.07,6207725.38,11519170.25,1665316.073,1179083.116,788639.3035,198998415.1,12884305.71,248218.2076,0,0,132541.1461,240682758.7,8888171.875,4142605.354,210654278.2,27903977.22,1462281.634,730413.6412,2711915.896,91513.8932,8018434.259,359428.5943,71255.492,4215119.897,3775947.04,119550.2219,0,16943.83106,337529.1321,30564.2055,18268.315,0,0
23,lac3 0.5% 1 b,2837124.356,200998.21,105886.8726,13622.88585,8069.340428,23787.17131,2296726.733,145854.7751,292890.4235,42172.78552,30232.13542,31799.67005,1006674.894,34790.36688,2887.030982,387809.4524,22749152.58,1204993.236,661588.7917,2777551.696,94547.45953,31792491.3,2792958.724,11407337.23,3404357.163,676841.954,1942858.12,39852.02042,107555991.4,7741911.814,14738701.3,2180487.505,1548792.617,1018835.212,258461740,16575482.16,302100.4396,0,0,2271.812509,391055324.7,14548190.79,6307067.585,322196288,31585139.34,1696605.771,815914.6246,2894168.534,109713.3514,13641670.6,570810.9252,98923.40645,6053184.442,5023960.996,162094.3332,0,18093.53933,609546.5963,46256.48715,24466.36376,800.0064091,0
24,lac3 0.5% 1 c,2452384.267,164465.1095,56136.37433,5395.685863,4322.989984,17455.4857,1499815.523,98267.84394,176580.5475,28974.52526,19669.16111,22117.29153,938571.0789,30620.11366,1194.270919,241807.6786,13480399.69,716066.6504,355825.4675,1492133.18,41248.78854,15568639.23,1400953.377,6028686.416,1781553.682,364815.163,1044289.375,21983.59137,60983160.11,4198061.225,8424527.883,1273785.39,853984.1743,570279.4414,165250424.9,10618240.87,210159.3983,0,0,2983.910218,338593475.8,12367947.17,3702676.74,190806426,28347698.78,1437105.645,564583.1885,2055577.144,73541.94571,7870563.553,340909.5296,50290.76795,3309562.748,4098908.856,139002.2751,0,13710.15821,448058.3139,29497.69918,11065.9897,0,0
25,glc2 21% 2 a,3360205.449,234856.8085,213316.3598,8879.901698,22767.52626,4976.641882,5434367.612,423834.7219,612729.2124,46301.21886,61099.59285,10466.73336,1582264.493,67267.22671,533107.674,10223.74345,64567799.3,4139048.125,9439276.737,559421.348,285028.351,46677539.12,5370603.367,30901512.92,2360236.961,3978315.488,291896.7077,56651.0189,215661713.1,15896966.49,24295811.98,1925522.588,2480284.106,45607.47616,315826401.8,20239652.96,412646.7493,0,0,10246.43927,549869382.5,23350915.96,103983193.7,2125965.292,83032877.74,5439627.743,11898667.34,673306.6448,403312.1858,15476362.53,918308.1849,8217725.362,172776.1923,4696164.595,200078.1247,316817.8966,0,1126286.49,89819.66813,110640.8163,5291.669078,0
26,glc2 21% 2 b,2688477.069,200109.473,151316.277,7235.339804,13927.04649,14433.80942,3916490.446,287454.858,427622.4594,31479.83787,43192.12143,8465.056373,1305964.587,53896.87823,375403.3449,10990.23052,51129020.48,3313117.763,7099821.921,415521.2721,208949.1742,36534164.98,4149734.739,22560586.96,1707104.557,2822972.241,195004.0716,29470.72183,166146145.9,12661551.01,18469776.34,1443531.749,1761671.576,55871.91408,284847760.9,18762029.07,362641.8257,0,0,0,303828613.2,13179062.62,70140714.38,1508447.077,71692112.55,4547185.945,9879409.264,541841.1067,304616.1233,11565286.43,642998.6853,5546527.367,106038.12,4434499.144,178001.3266,242101.4177,1301.48326,839680.3143,57640.9595,80113.47039,2954.054183,0
27,glc2 21% 2 c,2566364.301,181912.3255,160306.9674,9306.133067,16206.09001,6469.787541,4177334.26,304225.2953,475286.9122,37027.2134,47876.49039,15429.59402,1212806.023,41535.10967,390468.8856,9561.034919,56402204.65,3617831.431,7977022.432,471409.1998,250776.7939,41341118.36,4728977.33,26537379.85,1990078.224,3292307.084,219994.3733,43809.58694,182991562.3,13807071.67,20408359.86,1637843.797,1930691.327,35930.148,289319037.2,18735182.85,391424.3375,0,0,5275.395783,249284823,11323040.59,76735151.88,1567186.034,69820864.02,4475045.329,10008543.54,559685.2197,322617.4811,11595487.31,660339.0474,6102524.309,117797.3589,3981841.479,162978.8963,246068.9666,0,931362.4221,76500.89859,95426.26832,3161.488347,0
28,glc6 21% 2 a,2351672.846,172769.6193,183799.5631,29833.92157,32701.96907,34828.69884,2984870.6,205521.1728,563704.0906,84336.5749,113136.4871,80391.35933,910522.1373,0,21483.02032,707659.2936,39479150.08,2517123.74,5088482.991,8559120.065,1018570.037,17275651.01,2059112.999,24687331.51,4290212.717,3576237.708,5860714.562,583640.9945,130401630.1,9936421.738,24860160.88,3867430.875,4783184.042,2675676.695,195059861.5,12728839.99,301017.0025,0,0,864.5487569,366080875,13594207.64,4306690.767,119274214.3,57830210.58,3620259.561,7134902.929,12057361.1,1455441.344,5146641.336,249697.0575,230686.1116,6449903.844,3915870.287,122535.897,28108.9325,466174.8258,751019.2142,68327.1594,117410.2631,14874.9135,0
29,glc6 21% 2 b,3018331.554,211541.0075,230025.1157,37991.23078,39878.84289,41342.86744,3427638.041,237019.8731,658980.3464,106556.726,133886.1045,94491.05765,862765.0621,0,20598.34158,797837.2365,42866242.55,2709624.628,5490625.997,9394634.44,1162827.3,21462944.88,2633846.163,32692948.25,5738975.002,4854684.782,7852746.074,800451.2217,142550914.7,10455368.32,28116297.42,4429931.721,5117696.176,3018075.524,262980873.4,16705714.75,411951.88,0,0,11239.86604,307348179.8,11486480.51,4938459.998,160922244.1,64095643.2,3941868.963,7593075.928,12669232.93,1536934.558,6691171.265,330509.0649,312265.7481,10761952.03,3913577.953,112942.8184,33122.41417,537305.2241,899836.3445,70842.1356,129881.5157,15086.52672,0
30,glc6 21% 2 c,2033074.51,163460.4631,193448.0457,29230.84551,37150.84593,41336.95722,3267907.38,227966.3938,626824.8652,93644.05642,117325.8669,82787.61834,997716.2704,0,22996.92499,756533.4313,44772227.25,2798368.508,5415553.533,9612173.014,1096616.368,22773220.81,2671239.55,31264036.37,5628394.045,4424138.742,7416680.65,718874.8736,146750734.5,10576886.8,27817550.54,4253143.565,5016800.533,2941316.353,241166418.4,15441815.92,332695.2066,0,0,13205.47856,341668382.3,12891199.13,4334499.57,138916909.7,58649457.08,3652180.246,7214546.948,12414398.94,1455156.274,6894561.713,340822.9089,267848.4961,9514156.923,4733117.59,131688.471,22645.05178,485106.872,791991.434,74411.24021,112939.2816,9992.291662,0
31,q5 21% 2 a,2020425.622,150773.6121,26851.23935,185864.0286,48056.63751,1625109.003,1082739.682,111999.653,86026.27177,588040.2233,162038.8158,5494970.589,1874735.125,57059.33968,972.6425194,16459.29209,36454088.29,2719670.2,4462267.692,3686971.141,33451623.37,33472531.4,3558020.229,5379447.141,4833018.8,29854033.73,6171485.133,196558.3749,46088942.72,4961938.773,3743693.274,25651649.76,7244205.982,233121328.5,822447.1526,0,0,140468.3128,13951978.9,482701696.2,814734933.1,30571260.98,238447.7383,959877.4011,47898306.92,3516579.539,5696544.942,4491944.69,44108990.82,19311097.18,835583.9707,960.9890863,146780.2153,6010048.34,138455.2235,0,0,627247.6616,74981.45469,111929.4271,20197.79307,760313.7447
32,q5 21% 2 b,1476993.871,123469.4957,16501.67116,150792.062,41910.99793,1237168.019,938344.4172,85085.40259,62296.84663,487065.5517,136557.7996,4435694.983,1124552.049,23729.60394,0,11865.27438,28157859.93,2082584.36,3630760.228,2960954.066,26486959.35,25413380.68,2734296.487,3700308.913,3604828.562,22488026.83,4499528.963,131588.2795,34279885.14,3807047.58,2840134.101,20326892.74,5647527.91,173537649.9,473437.1499,460.4547693,0,110872.1127,9446244.83,329232414.3,317712803.9,11838360.37,99179.55167,602168.0101,39771827.84,2966658.624,5225042.712,3945922.422,39017822.17,9394250.762,392310.4286,0,76924.19949,4056664.88,78712.08187,0,0,684307.2389,39740.99958,84988.82163,16418.29397,549374.4626
33,q5 21% 2 c,1418425.044,105362.2175,13102.48726,107289.0679,31630.31789,966209.4277,741313.1977,67191.74734,49601.77914,380249.7906,113706.3008,3584252.145,1406779.773,30038.97965,0,6873.210358,24700243.95,1758483.176,2829482.132,2314739.993,21366893.54,24281974.04,2539101.309,3085641.116,3139693.945,20057127.45,3949607.217,112206.6653,30059151.04,3136413.73,2303393.274,16368726.87,4681323.06,148093811.9,633445.9893,910.1195645,0,73604.75647,9618601.944,333603530.3,363627079.9,13780082.69,102032.4397,541630.7417,35471791.16,2619011.515,4295069.173,3327613.636,32700317.24,14008937.17,576755.8814,0,83969.81382,5141132.036,110985.9988,0,0,329661.4321,33795.36863,53263.54509,10532.83026,226682.317
34,lac3 21% 2 a,3097850.978,215695.39,211921.8208,28726.66021,17965.40524,0,4262226.4,306999.7831,591043.8831,80086.01751,53661.23173,44476.72473,1619538.214,39437.29123,14859.489,778958.3664,58211402.38,3572939.565,4761808.82,6333825.019,508864.868,44456519.45,4531033.642,32980116.11,6844873.107,3711761.758,3808064.855,218320.8793,217586575.2,15991545.2,29174833.67,3941112.511,2746290.179,1435470.616,377438190.3,24135869.66,482475.2133,0,0,231472.6352,552694684,20466771.87,9136598.639,446885617.6,79478913.42,4825334.824,6417266.772,8169812.014,687175.1316,15729935.89,698844.8681,236102.9968,12328536.64,5510733.111,162632.9242,0,28567.57366,1157689.781,84982.8729,141229.2822,8358.302384,0
35,lac3 21% 2 b,2394418.266,163577.9463,132145.5465,13261.65157,11729.67555,1306.221398,2946678.877,207126.2519,396340.2526,53067.71852,43428.03412,39209.74663,1513469.859,38609.92131,6517.903263,447432.0139,37907162.06,2335649.135,2868287.035,3877556.554,386517.4002,30921240.25,3126859.699,21398077.82,4421622.298,2310436.199,2476665.568,146390.8122,132806762.2,9881722.463,18370598.06,2615961.878,1737330.204,1187019.616,228867730.5,14520497.32,312252.9996,0,0,1191181.795,691860991.9,25433246.26,5457316.151,260050249.5,62222269.23,3816910.754,5098710.779,6284753.771,606967.4632,13931379.06,549526.7267,127144.8251,7450235.356,6557560.803,218638.4766,0,8556.440373,748368.811,62745.96017,65266.11833,3525.059586,0
